config_type,n,rel_F_RMSE_pct,mean_meV_A,median_meV_A,p90_meV_A,p95_meV_A,max_meV_A,shape_guess
nafion_single_unit,1,12.345005056325423,124.37539474640042,124.37539474640042,124.37539474640042,124.37539474640042,124.37539474640042,broad/smooth
FORCED_Naf0.375Pt_neb_img08,1,12.341333756018276,67.14036825707765,67.14036825707765,67.14036825707765,67.14036825707765,67.14036825707765,broad/smooth
Nafion_four_dry_initial,2,12.106685315236502,135.44755463722998,135.44755463722998,136.9314861744996,137.11697761665832,137.30246905881702,broad/smooth
FORCED_6PthemGraph_sol,1,11.978881291689216,37.199480792958006,37.199480792958006,37.199480792958006,37.199480792958006,37.199480792958006,broad/smooth
FORCED_Wet0.375PtOH_neb_img08,1,11.965026405971459,58.6303909726432,58.6303909726432,58.6303909726432,58.6303909726432,58.6303909726432,broad/smooth
FORCED_Dry0.0Pt_neb_img05,1,11.900359889291867,20.885066999344975,20.885066999344975,20.885066999344975,20.885066999344975,20.885066999344975,broad/smooth
ptn0.25_optimised_structure,1,11.786891395347427,72.42861964023412,72.42861964023412,72.42861964023412,72.42861964023412,72.42861964023412,broad/smooth
nafbulkdismd_optimised_structure,1,11.657745043328518,72.77025356123767,72.77025356123767,72.77025356123767,72.77025356123767,72.77025356123767,broad/smooth
ptparticlenafclose,1,11.476253674312755,74.81727805508456,74.81727805508456,74.81727805508456,74.81727805508456,74.81727805508456,broad/smooth
Dry0.375PtO2,3,11.383384827374138,39.08064089980273,38.059086457752244,46.09436902521518,47.09877934614804,48.10318966708091,broad/smooth
Pt4_SW_CO2Chair4x4_initial,2,11.373096979596852,178.26781273034382,178.26781273034382,264.5161043405536,275.2971407918298,286.07817724310604,broad/smooth
FORCED_Dry0.0Pt_neb_img00,1,11.204760682689173,11.362652834383066,11.362652834383066,11.362652834383066,11.362652834383066,11.362652834383066,broad/smooth
full_para_0_initial,1,10.957545028029747,130.65684127234368,130.65684127234368,130.65684127234368,130.65684127234368,130.65684127234368,broad/smooth
PtNaf_initial,1,10.877354895088562,105.48637854514018,105.48637854514018,105.48637854514018,105.48637854514018,105.48637854514018,broad/smooth
PtNafSO3product_initial,1,10.554442859041922,114.18268828605777,114.18268828605777,114.18268828605777,114.18268828605777,114.18268828605777,broad/smooth
Dry0.25PtOH,9,10.542289571305961,33.70218381159975,28.064855094858622,46.626906583953534,53.47281440951169,60.31872223506986,broad/smooth
reico_random,88,10.16351899558133,82.49894285552949,41.556049667594934,68.77842256596892,464.76075896437806,601.2839308621734,broad/smooth
simple_anti_0_initial,2,10.076105478415233,125.95692020859161,125.95692020859161,127.36257789027243,127.53828510048253,127.71399231069263,broad/smooth
full_cross_9_initial,2,9.993571756804815,117.69597030588406,117.69597030588406,119.05539093191821,119.22531851017247,119.39524608842675,broad/smooth
simple_para_0_initial,2,9.690859911103281,124.4464949095794,124.4464949095794,130.16588028944386,130.88080346192692,131.59572663440997,broad/smooth
Dry0.75PtO2,1,9.618478902738905,32.016664430842575,32.016664430842575,32.016664430842575,32.016664430842575,32.016664430842575,broad/smooth
full_para_12_initial,7,9.56315097586486,113.6426534637113,110.04986174512254,121.34705352258423,122.86553895881272,124.38402439504121,broad/smooth
full_cross_15_initial,9,9.560537653838221,113.35236892964988,111.6660860863807,116.76606301399707,119.41897372366452,122.07188443333197,broad/smooth
full_anti_12_initial,1,9.40225571678808,108.28784905941207,108.28784905941207,108.28784905941207,108.28784905941207,108.28784905941207,broad/smooth
full_anti_9_initial,3,9.329367405266007,118.29815089792983,115.83722631504291,121.76255278513153,122.50321859389261,123.24388440265369,broad/smooth
full_cross_12_initial,7,9.20751708584727,111.54763296724023,110.10432113468059,115.15248905367767,116.50077984796735,117.84907064225703,broad/smooth
FORCED_Naf0.375PtO2_neb_img06,1,9.188249371477502,73.30260245006787,73.30260245006787,73.30260245006787,73.30260245006787,73.30260245006787,broad/smooth
Dry0.375PtO,5,8.905014245470845,33.54155706712336,30.775642081000232,41.185115472557584,42.76171046398208,44.33830545540657,broad/smooth
full_anti_15_initial,3,8.753388245761638,107.3207530346779,109.79877312714729,110.01007973838888,110.03649306479407,110.06290639119928,broad/smooth
fps_bulk_wet_pt_dissolved_wet_framesv1,8,8.565832228561808,44.53845442232253,44.79428754834555,46.744434771026114,47.018643834191984,47.292852897357854,broad/smooth
fps_naf_naf_contaminants,5,8.534353921207641,51.98596587342536,50.87624147131916,55.72548885776859,57.06643581214457,58.407382766520556,broad/smooth
FORCED_Wet0.375PtO_neb_img08,1,8.35756331631653,59.853663186574394,59.853663186574394,59.853663186574394,59.853663186574394,59.853663186574394,broad/smooth
pto2disnaf_optimised_structure,1,8.160737614464503,52.81088939683404,52.81088939683404,52.81088939683404,52.81088939683404,52.81088939683404,broad/smooth
2pttop,1,8.118863291311504,70.78557954017606,70.78557954017606,70.78557954017606,70.78557954017606,70.78557954017606,broad/smooth
simple_anti_12_initial,3,7.959342634968859,87.60089635306737,88.68258966773597,88.85947542198701,88.88158614126839,88.90369686054977,broad/smooth
simple_para_9_initial,4,7.769013649559538,87.58810414164492,86.32097452219655,92.65971890475258,93.69588371364553,94.73204852253849,broad/smooth
FORCED_Dry0.25Pt_neb_img06,1,7.755554621621013,28.129660409255933,28.129660409255933,28.129660409255933,28.129660409255933,28.129660409255933,broad/smooth
simple_cross_9_initial,4,7.659058027665667,90.11299811727929,90.69949972500376,96.86663409642026,97.90206462344128,98.9374951504623,broad/smooth
simple_para_12_initial,22,7.618395748673787,90.11131297178446,89.60579615013827,98.15557212793082,99.80084808127185,101.9912067234831,broad/smooth
bulk_water_Pt,20,7.579690331210577,44.57013431968112,44.37177169749957,47.44227635855957,50.84005109023266,51.45077331973411,broad/smooth
Dry0.375PtOH,10,7.492848150779414,30.141581405218147,26.740527373587263,41.67604966472664,46.11056155793392,50.545073451141214,broad/smooth
FORCED_Zig4x4sat,1,7.420674073823432,22.132198845248016,22.132198845248016,22.132198845248016,22.132198845248016,22.132198845248016,broad/smooth
simple_anti_15_initial,10,7.401117085243873,83.54882738807623,83.57375097002182,88.90894554545324,90.31605045172552,91.72315535799778,broad/smooth
simple_anti_9_initial,2,7.211908116898719,90.65852837159687,90.65852837159687,91.7944102022308,91.93639543106003,92.07838065988928,broad/smooth
simple_cross_12_initial,3,7.0716975840823055,84.10668245862276,84.15908530271406,86.21784802786551,86.47519336850944,86.73253870915337,broad/smooth
nafptparticle_solvated,1,6.938959815279611,61.159510214144355,61.159510214144355,61.159510214144355,61.159510214144355,61.159510214144355,broad/smooth
simple_cross_15_initial,14,6.855567117598091,81.99866373510835,81.9368419895797,86.50205202361369,86.76634541412828,87.07413362774999,broad/smooth
simple_para_15_initial,2,6.759205459322958,80.69832978225321,80.69832978225321,83.23044018171399,83.5469539816466,83.86346778157919,broad/smooth
oc25_pt,32,6.0574147420559825,43.8005877524421,35.663679132561214,66.42821104789014,85.56996889761818,152.54631841719626,broad/smooth
PtOso3_chair_initial,8,5.8189640224135735,84.92130337422734,69.14917878768142,111.51850952895333,151.74618367295892,191.97385781696462,broad/smooth
PtOso3sol_chair_initial,19,5.781078524001249,75.01239353557985,69.54635524080429,84.78454284151593,126.04372594473078,137.99599635029955,broad/smooth
so3pt111,1,5.670036411942389,39.18559729257956,39.18559729257956,39.18559729257956,39.18559729257956,39.18559729257956,broad/smooth
Chair4x4sat_sol_initial,4,5.553062414317825,58.172553660588065,52.89337048764705,76.07588990185677,79.45496845186686,82.83404700187697,broad/smooth
nafptparticle,1,5.494115553885308,69.74389598444516,69.74389598444516,69.74389598444516,69.74389598444516,69.74389598444516,broad/smooth
PtSWoxo_initial,6,5.376674605453122,78.53044179941314,60.530567352639004,121.00061303844801,149.82926040455905,178.6579077706701,broad/smooth
6PthemGraph_sol_initial,2,5.327995539637794,84.80935719776562,84.80935719776562,103.09469936722687,105.38036713840953,107.66603490959218,broad/smooth
FORCED_Chair4x4sat,1,5.263201922689442,17.42257898851498,17.42257898851498,17.42257898851498,17.42257898851498,17.42257898851498,broad/smooth
Zig4x4sat_sol_initial,9,5.1986757170777445,66.75795556444628,56.21889260659195,88.52248446341972,106.02832696795863,123.5341694724976,broad/smooth
Ptcluster_Chair_initial,2,4.815303929430195,69.58768841761466,69.58768841761466,74.63142344897335,75.2618903278932,75.89235720681303,broad/smooth
Ptparticle_oxi_so3_chari_initial,9,4.7779455944118245,70.47231102133235,71.7211905617522,76.14628185729072,76.68491829487895,77.22355473246719,broad/smooth
Pt_vac_Chair_initial,3,4.466314899533509,70.330678048268,71.43680325826492,72.9798033511563,73.17267836276774,73.36555337437916,broad/smooth
Pt_oxi_Chair_initial,2,4.424455729743732,65.34769659830314,65.34769659830314,65.61251084472413,65.64561262552675,65.67871440632938,broad/smooth
Pt_exp_Chair_initial,1,4.052328079251105,59.54294375126961,59.54294375126961,59.54294375126961,59.54294375126961,59.54294375126961,broad/smooth
ptbot_pristine_o_cov0.25_nafion,1,4.005790083715534,52.971494874777775,52.971494874777775,52.971494874777775,52.971494874777775,52.971494874777775,broad/smooth
5PtGraph_sol_initial,4,3.9599268343864984,53.31905786172264,48.95602150646978,68.81688759466226,71.57325201283662,74.32961643101099,broad/smooth
ptbot_pristine_o_cov0.375_nafion,1,3.859851142546255,53.289873915222714,53.289873915222714,53.289873915222714,53.289873915222714,53.289873915222714,broad/smooth
PtGraph10*7_initial,5,3.8538431136870104,60.74570710948037,58.52994239187609,68.78879554081905,71.18819992271736,73.58760430461565,broad/smooth
ptbot_pristine_o_cov0.75_nafion,1,3.8430792157053055,55.46877007867051,55.46877007867051,55.46877007867051,55.46877007867051,55.46877007867051,broad/smooth
ptbot_pristine_o_cov1.0_nafion,1,3.730787216027153,53.48182452247467,53.48182452247467,53.48182452247467,53.48182452247467,53.48182452247467,broad/smooth
Graph_initial,3,3.6507918346614474,57.76635802073235,58.04893147385669,62.06925965909034,62.57180068224455,63.07434170539876,broad/smooth
Graph3V_initial,4,3.5215088339413994,57.62241353062576,55.47075726811056,63.37498884079576,65.04749759027231,66.72000633974889,broad/smooth
Pt4_Chair4x4_initial,4,3.393927169350047,56.753355445895096,55.168488163188044,64.15310376076013,65.46515963733204,66.77721551390394,broad/smooth
Graph0.375Vac_initial,1,3.2422049530013313,52.30747049135811,52.30747049135811,52.30747049135811,52.30747049135811,52.30747049135811,broad/smooth
PtHemGraph20*10_initial,1,2.9527749831322567,51.37890980381345,51.37890980381345,51.37890980381345,51.37890980381345,51.37890980381345,broad/smooth
pt3o4cell_optimised_structure,1,2.329974030519407,27.95587665210102,27.95587665210102,27.95587665210102,27.95587665210102,27.95587665210102,broad/smooth
FORCED_Pt_particle_3_0,1,0.7604942159062611,2.347042720011273,2.347042720011273,2.347042720011273,2.347042720011273,2.347042720011273,broad/smooth
