config_type,n_frames,RMSE_E_meV_per_atom,RMSE_F_meV_per_A,rel_F_RMSE_pct
fps_bulk_wet_pt_dissolved_wet_framesv1,8,8.987278614475178,44.581097587149834,6.758731889703248
fps_naf_naf_contaminants,5,5.110056364359066,52.096957701536894,8.429507098471277
fps_naf_naf_framesv1_recalibrated,10,10.071973749200668,80.06617486917136,14.681844697962562
fps_naf_naf_pt_framesv1_recalibrated,9,10.30435020113674,74.79916458452145,14.376732777675553
fps_pt_diss_naf_framesv1_recalibrated,10,7.455755685128661,68.30836518376226,25.528315577164594
fps_pt_diss_wet_framesv1_recalibrated,10,7.195412574939202,51.084736020850364,34.73678922607607
full_anti_12_initial,1,8.45885825873438,108.28787667573523,9.402258114616965
full_anti_15_initial,3,6.551516128689435,107.38426932328534,8.760227080451829
full_anti_9_initial,3,5.97796747843523,118.34981720067623,9.333227348083954
full_cross_12_initial,7,7.414594778456826,111.5910995822339,9.175717940585447
full_cross_15_initial,9,7.563607817135024,113.4099160941469,9.535874670771458
full_cross_9_initial,2,8.010963598599158,117.70820512034206,9.993410180556884
full_para_0_initial,1,11.2354036995157,130.65682358387647,10.957543544585224
full_para_12_initial,7,5.5164199398697615,113.78905570809839,9.54313104250507
inoh0.75_optimised_structure,1,7.496612136833392,67.16557767098622,60.589932130548725
inoh20.75_optimised_structure,1,6.997600682325356,66.30386049483279,53.42346938614931
inputoh2_optimised_structure,1,4.562745479120167,56.73445398432784,66.38811750822671
inputptn0.375_optimised_structure,1,8.18972290653619,67.42944043466908,25.784989011613522
inputvoh_optimised_structure,1,4.6754939291986375,52.781254708466804,62.402794911477216
mptrj_pt,9,81.94491966706266,99.42651669124884,6.785917459076497
nafbulkdismd_optimised_structure,1,7.2983992505442075,72.77024482994176,11.657743644580865
nafion_single_unit,1,7.870647641141204,124.37539507563254,12.345005089003688
nafptparticle,1,16.153134398791735,69.74387743044855,5.494114092283544
nafptparticle_solvated,1,8.02775274837586,61.15946314140461,6.938954474559117
oc25_pt,32,17.832030312425882,47.28480833709592,5.052365403047671
pt3o4,1,33.93728628543613,79.29533666673947,99.94405276029983
pt3o4cell_optimised_structure,1,36.95085586832647,27.956850974633788,2.330055235134342
pt_particle_optimised_structure,1,28.31278178109642,11.343341743824842,1687.2217034915031
ptbot_pristine_o_cov0.25_nafion,1,14.026500013983423,52.97148028524398,4.005788980431402
ptbot_pristine_o_cov0.375_nafion,1,17.217199054812227,53.28997343822465,3.8598583511197515
ptbot_pristine_o_cov0.75_nafion,1,24.456463000319673,55.46881844701943,3.843082566841381
ptbot_pristine_o_cov1.0_nafion,1,32.308947345654815,53.48180407289581,3.730785789504628
ptclosenaf0.25_optimised_structure,1,6.0506499837629235,72.15327245687547,43.375909248217624
ptclosenaf0.375_optimised_structure,1,5.291177553317539,64.64803460029081,84.28488369122631
ptclosenaf1.0_optimised_structure,1,3.815317382645844,72.17637590261181,61.747008708215034
ptdisnaf_optimised_structure,1,9.499351023720237,50.55945061647191,40.68871074265963
ptdissolved,1,16.051031168785812,74.90130965449399,19.95106727608381
ptn0.25_optimised_structure,1,7.983565684071436,72.4285351443528,11.78687764465355
ptn0.75_optimised_structure,1,8.65265301956697,70.29275788434919,69.20805879834158
ptn1.0_optimised_structure,1,6.753273171739238,69.93025919135924,45.10991582047467
ptnafbulkdismd_optimised_structure,1,11.146202993273846,79.8620278080177,12.565617996750005
ptnoh_optimised_structure,1,6.519622131577307,60.22872648821687,61.52780957350978
ptnohv_optimised_structure,1,7.069881124039057,66.87983745699094,57.75512841143053
ptnv_optimised_structure,1,7.679055528456047,64.53056979894149,32.885117993840254
pto2disnaf_optimised_structure,1,12.890960284039465,52.81089705122244,8.160738797278427
pto2diss_optimised_structure,1,11.12517785358591,52.76385479533858,106.97036580990914
ptodisnaf_optimised_structure,1,12.26622975786995,50.63174862324763,22.998493681466204
ptodiss_optimised_structure,1,9.422156593586806,55.363722966618546,142.45041619087633
ptohdisnaf_optimised_structure,1,10.946908412307721,57.00021070226669,15.540430031861852
ptohdiss_optimised_structure,1,7.94490482954302,44.42912372343049,217.75063720233905
ptparticlenafclose,1,14.612185575174408,74.81732053770435,11.476260190739627
ptvn0.375_optimised_structure,1,8.793967830570182,71.8323348616171,15.673880898382425
reico_random,88,10.978049177883795,162.92572034957286,19.668007979253616
simple_anti_0_initial,2,11.317573115565525,125.96913173754548,10.064860505662333
simple_anti_12_initial,3,6.218807777488897,87.6171971184749,7.960130229508241
simple_anti_15_initial,10,5.692460532677985,83.64968944399692,7.3936599003119765
simple_anti_9_initial,2,7.048564837443417,90.6696334129197,7.162046530771848
simple_cross_12_initial,3,6.331084785699913,84.13454853784609,7.059336691183244
simple_cross_15_initial,14,6.297527376633373,82.09081936374518,6.832690066074909
simple_cross_9_initial,4,6.289559752483353,90.36523528786714,7.616029006227036
simple_naf_optimised_structure,1,13.305107690598561,123.68905221001755,71.7979051909893
simple_para_0_initial,2,12.328450271487156,124.65168221679697,9.71027320960746
simple_para_12_initial,22,6.951912910531649,90.2715877122038,7.534181974879679
simple_para_15_initial,2,6.352469473456417,80.76040927013541,6.752637371514588
simple_para_9_initial,4,7.609137433032826,87.70225381791727,7.774244051073504
so3pt111,1,17.136447360826423,39.185460447389445,5.670016610860758
solventbulk,1,10.370490422104695,71.48729550240628,44.66047416066014
