idx,config_type,formula,natoms,dE_per_atom_meV,F_rmse_meV_A,F_ref_rms_meV_A,F_maxerr_meV_A,worst_atom_idx,worst_atom_sym,absdE,rel_F_pct
335,none,C18H62F38O40S2,160,-6.299064629320128,79.12847553427824,1146.142889045161,405.31563979011395,20,F,6.299064629320128,6.903892724946303
336,none,C18H38F38O28S2,124,-6.5277066718878025,89.33901679053024,1182.2402812030962,381.99883448112445,30,F,6.5277066718878025,7.556756288122343
337,none,C18H38F38O28S2,124,-6.232552383740004,96.16986351901754,1260.0280163231218,455.921495442285,11,F,6.232552383740004,7.63235914385857
338,none,C18H38F38O28S2,124,-7.8131036256485045,96.20824896720491,994.2389666629385,442.10823860631467,21,F,7.8131036256485045,9.676571950314727
339,none,C18H38F38O28S2,124,-6.8821314927786705,92.08202945501503,1287.3951210456269,447.27842935798793,9,F,6.8821314927786705,7.1525849329167634
340,none,C18H2F38O10S2,70,-11.815895902171698,118.28464466181876,1243.8113350412204,389.0654368589717,8,F,11.815895902171698,9.509854214176201
341,none,C18H2F38O10S2,70,-14.612498266589162,128.05547605264246,1322.4040989018276,395.7927555014467,32,F,14.612498266589162,9.683535929674173
342,none,C18H50F38O34S2,142,-7.301774360776492,86.19376726566352,1398.292890054352,382.8038227523045,59,F,7.301774360776492,6.164214084097441
343,none,C18H50F38O34S2,142,-7.992418816722651,88.50371078006442,1379.388775722262,455.8368965675518,44,F,7.992418816722651,6.416154193637177
344,none,C18H50F38O34S2,142,-8.417990210789508,88.74013188273724,1236.7935556149878,447.55186431978086,21,F,8.417990210789508,7.175015707339433
345,none,C18H50F38O34S2,142,-8.129484978960303,107.94707933357954,1327.8003929092642,473.0214182724984,52,F,8.129484978960303,8.129767087736969
346,none,C18H50F38O34S2,142,-7.869087354854753,88.42797370981324,1381.5769312050434,400.97748396517477,63,F,7.869087354854753,6.400510294615612
347,none,C18H50F38O34S2,142,-8.378667811843448,90.31111536511222,1129.2724412286668,422.56937250293424,10,F,8.378667811843448,7.997283212441832
348,none,C18H50F38O34S2,142,-7.14085407613106,88.12944490027903,1219.0411514021607,467.86459398401587,56,F,7.14085407613106,7.229406882524936
349,none,C18H50F38O34S2,142,-8.001957380515769,86.35899756694097,1130.9157438307507,410.97920351746166,55,F,8.001957380515769,7.636200843257975
350,none,C18H50F38O34S2,142,-9.179974541887493,94.65201353736965,1107.4197838671532,502.40546704628997,11,F,9.179974541887493,8.547076268300096
351,none,C18H50F38O34S2,142,-7.882163060931932,92.62018954475165,1075.629588555521,454.622278734289,34,F,7.882163060931932,8.610788558646167
352,none,C18H50F38O34S2,142,-7.3580877170557795,97.65890393244021,1041.8516404226102,498.9429315790076,56,F,7.3580877170557795,9.373590264044356
353,none,C18H50F38O34S2,142,-7.679955264675172,80.7301271965514,1050.3187462402962,374.734454058118,26,F,7.679955264675172,7.686250244083678
354,none,C18H50F38O34S2,142,-8.272586332117191,82.58776836204967,1360.2096431382215,385.01434618907166,44,F,8.272586332117191,6.071694078826441
355,none,C18H50F38O34S2,142,-6.971126020519952,98.98807457471264,1358.5207357041916,441.7136883049758,45,F,6.971126020519952,7.28646033683115
356,none,C18H50F38O34S2,142,-8.866207365737326,98.34138627197632,1149.4129206778812,435.8371501331781,60,F,8.866207365737326,8.555792657522781
357,none,C18H50F38O34S2,142,-9.060865075708266,89.74367705175378,1161.0109379650387,416.4142698672032,34,F,9.060865075708266,7.729787387623752
358,none,C18H50F38O34S2,142,-8.546730071750165,79.79162582433268,1117.5034117741436,432.52388303793305,32,F,8.546730071750165,7.1401684311330955
359,none,C18H50F38O34S2,142,-8.9992855437359,82.9128466786277,1097.5057025106541,349.22179965245624,17,F,8.9992855437359,7.554662038562193
360,none,C18H50F38O34S2,142,-8.641094560132355,88.37646069103606,1174.63420214118,428.39119291607113,20,F,8.641094560132355,7.523743181489112
361,none,C18H50F38O34S2,142,-8.233184914990463,76.37905133417442,1026.2571620265933,392.51708874591094,68,F,8.233184914990463,7.442486557983721
362,none,C18H50F38O34S2,142,-7.360688916275944,84.57102310652866,1070.2534977406278,429.22470489081104,18,F,7.360688916275944,7.9019618515672585
363,none,C18H50F38O34S2,142,-6.9836399865457235,85.97252366315662,1230.7243669256015,406.55320639406426,64,F,6.9836399865457235,6.985522182998571
364,none,C18H62F38O40S2,160,-8.488091355729921,87.21329810793469,1223.6597936700896,465.1972749855338,9,F,8.488091355729921,7.127250446495281
365,none,C18H62F38O40S2,160,-6.7845697876236954,81.62149298103736,1167.6508004736138,392.3301238833884,56,F,6.7845697876236954,6.990231407192173
366,none,C18H38F38O28S2,124,-8.646383348722368,93.88157023812765,1182.4752838294755,416.33831547084384,67,F,8.646383348722368,7.9394107870136486
367,none,C18H38F38O28S2,124,-7.61122022032073,86.35042095974592,1136.5482677984835,443.3388044819313,59,F,7.61122022032073,7.59760261893746
368,none,C18H38F38O28S2,124,-8.05911090766688,82.76335545219588,1124.9926754676032,398.498142384985,64,F,8.05911090766688,7.356790604685074
369,none,C18H38F38O28S2,124,-8.28221732761801,84.92357849750034,1065.34361592391,364.66769212886504,18,F,8.28221732761801,7.971472980935932
370,none,C64H162O73,299,19.777181686285104,55.87899431522926,983.6478995674518,263.2159589836814,33,C,19.777181686285104,5.6807923180440305
371,none,C9HF20O5Pt64S,100,-19.303862837550696,106.05674082594766,969.779689663066,427.1734820833909,81,F,19.303862837550696,10.936168488205329
372,none,C62H105F6O61Pt4S2,240,-8.072033371839401,62.49459389225636,1493.8787850612318,371.6745171205705,101,F,8.072033371839401,4.183377829392952
373,none,C62H105F6O61Pt4S2,240,-10.59071873545084,72.66035632109151,1268.828339160904,434.1750754850832,90,O,10.59071873545084,5.726571048148478
374,none,C62H105F6O61Pt4S2,240,-2.751760206592735,64.69825181329303,1255.7783170387324,393.18468083918265,6,C,2.751760206592735,5.152044030021066
375,none,C62H105F6O61Pt4S2,240,-7.941029125201264,63.26248374186519,1293.7313645822976,396.50303429755917,54,C,7.941029125201264,4.889924251182587
376,none,C62H105F6O61Pt4S2,240,-7.491159102755773,68.49455393783408,1261.1869390831507,437.1635274896524,57,C,7.491159102755773,5.430959663095448
377,none,C62H105F6O61Pt4S2,240,-2.2937596992051112,69.22703513099036,1236.6871602569192,496.37219519760833,101,F,2.2937596992051112,5.597780696341069
378,none,C62H105F6O61Pt4S2,240,-2.916489961777794,67.82522418087832,1246.109632883095,507.2790621587889,33,C,2.916489961777794,5.442958018385002
379,none,C62H105F6O61Pt4S2,240,-3.0370967314411246,70.47907295907312,1428.2814371748545,430.4787140056708,19,C,3.0370967314411246,4.934536788385415
380,none,C62H105F6O61Pt4S2,240,-6.027805398995649,71.77378846548237,1368.7161759612566,560.1223378658543,112,F,6.027805398995649,5.2438766872229925
381,none,C62H105F6O61Pt4S2,240,-2.38527952081616,66.84802514441735,1241.6229217090472,444.46393236836974,100,F,2.38527952081616,5.383923248807582
382,none,C62H105F6O61Pt4S2,240,-2.5796144216352936,69.14936630417783,1229.2036930791955,537.2911262190437,102,F,2.5796144216352936,5.625541697727607
383,none,C62H105F6O61Pt4S2,240,-6.74805071227335,70.81542919828941,1371.7960829556878,391.03207457981495,102,F,6.74805071227335,5.1622416828680295
384,none,C62H105F6O61Pt4S2,240,-7.649455226540643,73.48887148977192,1335.4018488289678,695.3972087426797,111,F,7.649455226540643,5.503127882757937
385,none,C44H50F90O34S2,220,-5.636133833931209,107.04912480828531,1151.7220156654541,512.1180405973895,99,F,5.636133833931209,9.29470161655574
386,none,C44H38F90O28S2,202,-2.6906943089175406,114.33360967902323,1260.6606100624547,481.0358699117002,44,F,2.6906943089175406,9.069341007914812
387,none,C44H38F90O28S2,202,-3.5107169590059364,113.80270802860024,1274.9265942954723,439.89486963299,114,F,3.5107169590059364,8.926216500447847
388,none,C44H50F90O34S2,220,-5.109654523138571,105.17991037781569,1193.087517566888,469.54258167975786,144,F,5.109654523138571,8.815774939319905
389,none,C44H50F90O34S2,220,-3.8886334926990624,111.89915392215225,1142.6521828684643,452.4632166613225,124,F,3.8886334926990624,9.792932232557899
390,none,C44H62F90O40S2,238,-4.992306430859808,110.87945413552274,1157.863977165425,500.4147131689874,88,F,4.992306430859808,9.57620725078325
391,none,C44H62F90O40S2,238,-4.739554871745337,113.81930312558305,1226.060179351929,574.5466884902189,86,F,4.739554871745337,9.283337395864669
392,none,C44H62F90O40S2,238,-4.350693169978795,113.5816189314115,1288.070136670963,548.4470681877665,128,F,4.350693169978795,8.817968501697038
393,none,C44H62F90O40S2,238,-5.298362070919081,110.68321675004331,1096.33761841943,477.79626976861306,94,F,5.298362070919081,10.095723697743153
394,none,C44H62F90O40S2,238,-5.062608518077652,113.88008844733795,1253.8254505800485,501.77106410055427,58,F,5.062608518077652,9.082611012135255
395,none,C44H50F90O34S2,220,-2.2421749110270124,106.94935762642167,1096.1514994646147,457.39880325357956,134,F,2.2421749110270124,9.756804390511546
396,none,C44H50F90O34S2,220,-3.1680037748380774,113.67455247213132,1116.6023566719143,476.38439288592,59,F,3.1680037748380774,10.180396968795916
397,none,C44H50F90O34S2,220,-3.818039086697602,108.63565793872793,1192.8755667721762,497.7628184869431,45,F,3.818039086697602,9.107040245001173
398,none,C9H95F19O52Pt64S,240,-6.864135691769964,63.92008539708638,152.6452281305139,436.5649934552315,103,F,6.864135691769964,41.87493194509413
399,none,C9H95F19O52Pt64S,240,-5.511106191988802,76.9787377166659,185.6745105551221,495.3014708328345,119,F,5.511106191988802,41.45896897022537
400,none,C9H95F19O52Pt64S,240,-8.267149243571717,82.1819533218976,196.61178098107118,457.44620192612564,117,F,8.267149243571717,41.79909917494195
401,none,C9H97F19O56Pt64S,246,-7.5378389613810795,71.5734794695312,239.7306042070652,456.59556889322624,99,F,7.5378389613810795,29.855795719644636
402,none,C9H97F19O56Pt64S,246,-9.735603950850521,74.64563661733806,212.02774953552026,512.8152769788237,105,F,9.735603950850521,35.20559774881398
403,none,C9H96F19O56Pt64S,245,-10.633757500552896,65.21085331942761,279.5918457198486,462.801820646437,118,F,10.633757500552896,23.323589123829088
404,none,C9H96F19O56Pt64S,245,-8.749254991309908,67.82695092550959,202.67889698255456,437.94171405300307,114,F,8.749254991309908,33.46522599802176
405,none,C9H96F19O56Pt64S,245,-11.135874224627125,73.16670107659122,233.51995283288764,449.70563719538796,80,O,11.135874224627125,31.33209825926568
406,none,C9H95F19O56Pt64S,244,-13.111369940786256,71.83397197431772,392.25604791305386,469.73892830669473,109,F,13.111369940786256,18.31303108173878
407,none,C9H95F19O56Pt64S,244,-7.811611711136333,72.87303641031578,204.19986187971307,450.67062042956206,110,F,7.811611711136333,35.68711346790367
408,none,C9H95F19O56Pt64S,244,-8.255758642917499,82.21875365647578,204.4803137988434,572.3953630460456,62,Pt,8.255758642917499,40.20864020062005
409,none,C9H95F19O56Pt64S,244,-7.735731524246416,66.42338345632285,198.16921613208396,527.2658107588329,98,F,7.735731524246416,33.51851753405043
410,none,C9H95F19O56Pt64S,244,-10.25552511585926,63.0258175245462,227.2997014555139,476.1069557177612,110,F,10.25552511585926,27.72806876602138
411,none,C9H95F19O58Pt64S,246,-11.542539528005083,77.384529026201,379.7792509240139,473.1901489804197,120,F,11.542539528005083,20.37618664998738
412,none,C9H95F19O58Pt64S,246,-11.896998693218181,107.22239029996805,229.5043582865171,1131.2512469115031,104,C,11.896998693218181,46.719108560940626
413,none,C9H95F19O58Pt64S,246,-11.203317381479453,65.75825763243141,214.1522906998581,487.16788930770645,111,F,11.203317381479453,30.706305973908023
414,none,C9H95F19O58Pt64S,246,-10.066460136478442,74.04199274147878,186.3690948393482,563.7768850735155,101,F,10.066460136478442,39.72868613506098
415,none,C9H95F19O58Pt64S,246,-9.580515916610697,73.41079364356345,180.64309795701274,456.38951757823276,109,F,9.580515916610697,40.638582084676635
416,none,C9H97F19O58Pt64S,248,-13.089821346628954,84.89464368799945,688.0259965608107,535.5467096386192,97,C,13.089821346628954,12.338871512465605
417,none,C9H97F19O58Pt64S,248,-8.07355549489242,69.37280001807416,300.6656793243652,455.95541837463367,117,F,8.07355549489242,23.073069122476447
418,none,C9H97F19O58Pt64S,248,-10.489464439630073,65.4713327975837,202.95121460268405,471.3786879325497,107,F,10.489464439630073,32.25964078399649
419,none,C9H95F19O58Pt64S,246,-10.457509124771752,68.99218378324527,275.22540794028436,463.4536624426398,124,F,10.457509124771752,25.067519855657547
420,none,C9H95F19O58Pt64S,246,-11.465854383318883,70.26140889576568,416.316911121651,466.7946970433188,116,F,11.465854383318883,16.876904833499488
421,none,C9H95F19O58Pt64S,246,-8.386882612381388,68.52460966961976,201.4952329988703,491.73711108448674,109,F,8.386882612381388,34.008055004459564
422,none,C9H95F19O58Pt64S,246,-8.40309986842766,69.81999196071568,226.65068804569557,499.64715723296786,109,F,8.40309986842766,30.805109202509506
423,none,C9H95F19O64Pt64S,252,-17.12111747428213,72.44134685422947,913.8481516603375,489.24851267777626,130,F,17.12111747428213,7.927066080137429
424,none,C9H95F19O64Pt64S,252,-11.162576839163352,69.97013918262574,276.6366904387619,485.87574910820587,106,F,11.162576839163352,25.293152210449392
425,none,C9H95F19O64Pt64S,252,-12.911413507402084,78.64445333873299,221.27430908550176,503.98641868036265,118,F,12.911413507402084,35.54161062066373
426,none,C9H97F19O64Pt64S,254,-13.00813404714421,68.9875710127632,348.3272200215623,483.4476199676199,129,F,13.00813404714421,19.805391898024133
427,none,C9H97F19O64Pt64S,254,-10.213430793305097,67.56970771695795,228.64440531315412,436.8223516797126,118,F,10.213430793305097,29.552311863661682
428,none,C9H97F19O64Pt64S,254,-11.475680830226624,65.27401143439852,250.2263416671669,523.7692060306721,116,F,11.475680830226624,26.085987190437894
429,none,C9H97F19O64Pt64S,254,-8.811180143640927,69.07250547874503,226.522840798097,447.26175566398416,118,F,8.811180143640927,30.492512470435738
430,none,C9H96F19O64Pt64S,253,-13.56649361428871,92.69247011439417,426.086403046489,539.9133715730719,118,F,13.56649361428871,21.75438348927571
431,none,C9H95F19O64Pt64S,252,-10.587454700610593,71.4796330746994,265.70921342266337,594.6317295517532,98,O,10.587454700610593,26.90145070769406
432,none,C9H95F19O64Pt64S,252,-11.028987183101616,73.41341807459608,379.31009538226607,478.2805770636094,118,F,11.028987183101616,19.35445931134803
433,none,C9H95F19O64Pt64S,252,-13.842804236489991,154.84968559003684,296.79522863172355,1294.1869780495922,61,Pt,13.842804236489991,52.173913409565316
434,none,C9H95F19O64Pt64S,252,-11.050432065819642,68.59057522908023,254.22326461079413,408.5571843769536,117,F,11.050432065819642,26.980447809955443
435,none,C9H95F19O64Pt64S,252,-11.763076810720598,60.02497899452157,253.25328985861424,433.91678527484044,130,F,11.763076810720598,23.701559426150872
436,none,C9H95F19O64Pt64S,252,-10.45603874242968,67.56272913600027,255.19942530909879,477.02633289813895,114,F,10.45603874242968,26.474483261146833
437,none,Pt64,64,0.10502838176762452,60.40652709069149,140.1800351598008,748.5184218120974,59,Pt,0.10502838176762452,43.09210439406008
438,none,Pt64,64,-9.07262727696434,26.88855199571329,240.55903418357804,104.23828284876618,49,Pt,9.07262727696434,11.17752741524303
439,none,Pt64,64,-9.70590436782004,22.784134513641746,181.2710264758078,76.82533256487066,54,Pt,9.70590436782004,12.569098855234039
440,none,Pt64,64,-8.992947637580073,16.827517846023984,114.46644276024305,76.0378750764934,58,Pt,8.992947637580073,14.700830601742597
441,none,Pt64,64,-12.36588957181084,34.25569070646287,163.7699158870342,228.55533198988738,57,Pt,12.36588957181084,20.91696177586846
442,none,Pt64,64,-8.822429781957908,17.180768643043866,104.76518370836548,91.95366811963835,59,Pt,8.822429781957908,16.399311331205144
443,none,Pt64,64,-6.0055500039197796,17.11298038941,102.29410233618091,94.92369328357042,58,Pt,6.0055500039197796,16.729195524068082
444,none,Pt64,64,-7.3807153908092005,16.174853606037896,101.16827317584941,74.09161866145986,58,Pt,7.3807153908092005,15.988069281288384
445,none,Pt64,64,-7.648843495189794,16.174443824334165,97.57149136934602,71.85083630833068,58,Pt,7.648843495189794,16.57701814058331
446,none,O4Pt64,68,-20.1437281062039,43.91157723767344,242.42759201772353,256.16747780614037,48,Pt,20.1437281062039,18.1132753380907
447,none,O4Pt64,68,-16.830103925980545,41.07585682073237,290.2521444363283,288.553294935838,58,Pt,16.830103925980545,14.151784098099247
448,none,O4Pt64,68,-17.438277640715516,57.07160908760308,287.92106616182247,407.9315173056401,48,Pt,17.438277640715516,19.82196365427693
449,none,O4Pt64,68,-14.43353134655969,47.03158485531802,276.4886768825004,304.0445820230038,58,Pt,14.43353134655969,17.010311375357002
450,none,O4Pt64,68,-17.14105918397442,38.37404548955765,287.5729551921224,214.64108485158647,62,Pt,17.14105918397442,13.344107919995688
451,none,H2O4Pt64,70,-19.072531575303792,39.373426146359606,236.35134213923706,163.6832924844026,66,H,19.072531575303792,16.658854479093378
452,none,H2O4Pt64,70,-19.07253075540731,39.37299049636012,236.34974995600157,163.6813097616202,0,H,19.07253075540731,16.65878237810267
453,none,H2O4Pt64,70,-14.329637753793836,46.048705774037245,215.7996384526345,259.6030969470582,62,Pt,14.329637753793836,21.338638982077995
454,none,H2O4Pt64,70,-14.329654259407627,46.04728685166375,215.79847400858606,259.58077173314194,56,Pt,14.329654259407627,21.338096602959133
455,none,HO4Pt64,69,-17.438133476231165,30.63359171501645,391.99294017901417,172.95727654598835,67,O,17.438133476231165,7.814832507194337
456,none,HO4Pt64,69,-14.022771984024946,56.69632109607579,264.09473707704996,338.5852397754048,66,O,14.022771984024946,21.46817529329809
457,none,HO4Pt64,69,-14.63909707145185,37.299683684964904,277.3013961489934,165.96935870037314,51,Pt,14.63909707145185,13.450954161414995
458,none,HO4Pt64,69,-17.079418274553735,43.91492717795926,282.0179360618633,245.45221659601032,66,O,17.079418274553735,15.57167880567926
459,none,O4Pt64,68,-17.17304527932463,37.42711407948689,281.15810992305643,227.46022486807837,66,O,17.17304527932463,13.311767563713328
460,none,O4Pt64,68,-17.365545249691316,62.46193355274931,300.6991660688458,370.17231458297937,54,Pt,17.365545249691316,20.772233714292543
461,none,O4Pt64,68,-18.16568448446239,57.66477012424544,309.7580775814447,370.23837650673784,59,Pt,18.16568448446239,18.61606663318849
462,none,O4Pt64,68,-20.29779362355304,25.08862244288079,328.5573416548526,107.77203112597984,50,Pt,20.29779362355304,7.635995079737475
463,none,O4Pt64,68,-17.91929544218446,26.660025887574232,202.81626802037727,128.8503267119059,59,Pt,17.91929544218446,13.144914926102308
464,none,O4Pt64,68,-14.52454958438038,42.42197855746578,348.1933328262739,190.26287397474553,51,Pt,14.52454958438038,12.18345515496462
465,none,O4Pt64,68,-16.40565972561222,22.040570219879566,348.54315184340794,90.70832506859364,66,O,16.40565972561222,6.323627391130572
466,none,O4Pt64,68,-14.884824391629081,39.97184250597539,306.05795378530007,289.2381900846131,67,O,14.884824391629081,13.060220135306684
467,none,O4Pt64,68,-15.368102533102501,58.993591190225956,291.22102421588653,303.3588288605836,64,O,15.368102533102501,20.257325634049387
468,none,O4Pt64,68,-15.276961525481003,28.286473733230505,293.9615426832423,161.7914018075523,67,O,15.276961525481003,9.622508262487429
469,none,O6Pt64,70,-20.986666999358153,31.306614405139648,338.201137781191,190.53557767280853,50,Pt,20.986666999358153,9.25680339531985
470,none,O6Pt64,70,-16.690176414392358,40.56816727499076,332.21739329030123,199.65980233530132,68,O,16.690176414392358,12.211331523976266
471,none,O6Pt64,70,-19.181389306738442,48.117486456761796,356.2042872063363,274.58354092971183,62,Pt,19.181389306738442,13.508396216716244
472,none,H2O6Pt64,72,-25.582884618213736,40.38179727379233,423.9741000871517,210.05571106807352,68,O,25.582884618213736,9.524590597749128
473,none,H2O6Pt64,72,-19.913448103276703,45.1896463953719,339.8638049667651,265.9053749327205,63,Pt,19.913448103276703,13.296398655864795
474,none,H2O6Pt64,72,-16.437411815584507,46.23134570014457,319.4863436649753,243.84587612179124,62,Pt,16.437411815584507,14.470523268632853
475,none,H2O6Pt64,72,-13.83300245935162,41.72907025759417,324.9769974147959,315.2619817423938,67,O,13.83300245935162,12.840622748548505
476,none,HO6Pt64,71,-17.249133229226164,26.45617319477183,427.6224269297006,178.08315522519487,67,O,17.249133229226164,6.18680675490416
477,none,HO6Pt64,71,-17.4488184976057,54.04911537494235,364.2401157487066,283.7735721715319,65,O,17.4488184976057,14.83886948142512
478,none,HO6Pt64,71,-17.249133173887895,26.45616669316235,427.6224257101432,178.08294949174945,67,O,17.249133173887895,6.186805252139705
479,none,HO6Pt64,71,-14.002429979728719,40.504611124501096,347.9353109586386,230.19076186319884,58,Pt,14.002429979728719,11.641420071133899
480,none,HO6Pt64,71,-14.539251795930552,24.185613527038775,426.9320968557427,131.91033685820764,64,O,14.539251795930552,5.664978975617034
481,none,O6Pt64,70,-22.72535849229566,26.971712626402987,355.85925710105323,148.28346645044445,67,O,22.72535849229566,7.579320219494484
482,none,O6Pt64,70,-21.62106287100219,35.33035426416912,346.4511423850805,163.79205083913362,65,O,21.62106287100219,10.19778835796114
483,none,O6Pt64,70,-20.39550732380511,31.93961989716195,386.89599187876223,176.40421416964958,65,O,20.39550732380511,8.25535042171503
484,none,O6Pt64,70,-19.425655743024045,49.41031792586761,386.79555860127954,321.6094374280411,55,Pt,19.425655743024045,12.774272306679004
485,none,O13Pt64,77,-24.40239349493527,32.55643662899356,332.8661917813812,154.50434503959883,71,O,24.40239349493527,9.780637815682969
486,none,H2O13Pt64,79,-17.635190011741877,44.89905105416383,325.6689851878345,325.7708771508357,64,O,17.635190011741877,13.786713840210368
487,none,H2O12Pt64,78,-16.10880407977861,56.81491030218361,319.7450320625913,367.94144977631777,57,Pt,16.10880407977861,17.768817215293556
488,none,HO12Pt64,77,-20.49303495902689,47.59207972151715,293.0033397301471,193.45933939722536,67,O,20.49303495902689,16.242845479286665
489,none,HO12Pt64,77,-20.496674191566523,40.530872036599916,343.5117382376657,204.5011864860253,72,O,20.496674191566523,11.798977305560893
490,none,O12Pt64,76,-18.33949237027953,58.237415426542725,306.45685764313845,358.47743642409125,72,O,18.33949237027953,19.00346295867811
491,none,O12Pt64,76,-14.889611927700523,38.628971960389755,329.5516736708795,220.86773420021734,65,O,14.889611927700523,11.721673730283703
492,none,O12Pt64,76,-17.793600312296277,38.67179245346738,295.2605543501645,163.36033601036831,75,O,17.793600312296277,13.097514003717725
493,none,O16Pt64,80,-44.21622226109321,192.25544637537007,584.6843838277377,1043.4493800859634,59,Pt,44.21622226109321,32.881919150420345
494,none,O16Pt64,80,-35.50985746223887,46.46218640539988,425.9946066559758,267.8001852323789,55,Pt,35.50985746223887,10.90675461131407
495,none,O16Pt64,80,-28.10009883942257,50.71203898195281,328.88990602445836,219.81098000266456,75,O,28.10009883942257,15.419153355889717
496,none,O16Pt64,80,-33.89859283233818,104.0332405100364,335.5794074041044,521.0618270754925,56,Pt,33.89859283233818,31.001079987235237
497,none,O16Pt64,80,-28.700020684482297,45.8204362371037,347.86573391918154,237.63639113193727,60,Pt,28.700020684482297,13.171874021874485
498,none,H2O16Pt64,82,-29.778108756035202,52.62845735202283,629.87235525091,296.28263617538744,70,O,29.778108756035202,8.355416286059777
499,none,H2O16Pt64,82,-26.301591194635144,47.10107647043949,301.79107416403315,241.11159873197977,53,Pt,26.301591194635144,15.607180099978217
500,none,H2O16Pt64,82,-22.06507591614443,45.31967212741901,323.7759938643604,225.8061166063439,78,O,22.06507591614443,13.997230488436026
501,none,HO16Pt64,81,-23.03438373147165,45.45611931064789,346.3465248205342,318.7647854903801,80,H,23.03438373147165,13.124462367336243
502,none,O16Pt64,80,-29.73392567873816,40.02518007571381,366.49359171741565,224.69072259231524,69,O,29.73392567873816,10.921113214600261
503,none,O16Pt64,80,-30.027431302369223,49.65997040066728,306.0480537667596,246.02636024702133,66,O,30.027431302369223,16.22620035954005
504,none,O16Pt64,80,-30.115648038190557,52.86668269078585,341.46332480547557,254.1867665905659,73,O,30.115648038190557,15.482389718106
505,none,C400H112O56Pt43,611,-9.22239557586522,38.263917995520764,157.98013097642274,454.0003807145765,475,H,9.22239557586522,24.220715452648502
506,none,C400H22O11Pt21,454,-1.0479527959853436,42.20632307410717,310.54219410928215,776.3291528255695,258,C,1.0479527959853436,13.591171787513822
507,none,C400H136O68Pt87,691,-6.041957756289444,42.356414058971296,197.05462322795125,326.1796732982775,16,C,6.041957756289444,21.494757831676818
508,none,C64,64,-0.9511897796983249,249.71952668495996,249.68144796897028,432.7815942307849,5,C,0.9511897796983249,100.01525091924107
509,none,C64H8O4,76,-2.239194816004448,228.4970842622785,235.40207600330737,441.67590109217116,0,C,2.239194816004448,97.06672436443088
510,none,C64H16,80,88.88240179053355,16.504832684591268,331.0262316444098,63.91634693738159,1,C,88.88240179053355,4.98595914970293
511,none,C64H162O73,299,19.47736848336699,42.58499105359096,232.2708007759698,219.43453896247138,143,O,19.47736848336699,18.334199094902637
512,none,C9H95F19O64Pt64S,252,-2.959206684849166,68.12723503446946,221.06697164746262,500.11921371323984,53,Pt,2.959206684849166,30.81746428548926
513,none,C9H95F19O58Pt64S,246,-12.388065891771964,91.0922649890813,239.7985061889347,537.4577635785672,61,Pt,12.388065891771964,37.987002686876906
514,none,C9H95F19O64Pt64S,252,-9.606136055293655,67.1912666780466,238.24905350027115,459.19483241922,118,F,9.606136055293655,28.202112743323084
515,none,C9H95F19O52Pt64S,240,-6.999050460823734,68.96795121130121,155.94700980217786,479.3881287910804,118,F,6.999050460823734,44.2252476009566
516,none,C9H95F19O52Pt64S,240,-8.457103382655381,66.44048831908155,209.9371864675652,436.1835430707596,118,F,8.457103382655381,31.647794007826455
517,none,C9H97F19O56Pt64S,246,-7.7360498624744,66.99052301046137,186.52573260348564,423.9011129579041,106,F,7.7360498624744,35.914896071133036
518,none,C9H96F19O56Pt64S,245,-6.91394353967293,65.57487179150455,199.8191468355702,479.6503350647093,108,F,6.91394353967293,32.817111287871555
519,none,C9H96F19O56Pt64S,245,-14.92265225304956,129.56535314613248,416.21020191802785,2016.8145760013085,58,Pt,14.92265225304956,31.12978791703194
520,none,C9H96F19O56Pt64S,245,-12.603956715522182,77.0634498509697,218.3849240761678,494.1222775805952,122,F,12.603956715522182,35.28789827272678
521,none,C9H95F19O56Pt64S,244,-6.996270966216097,65.02758796595324,198.6534201050219,444.4169455308427,108,F,6.996270966216097,32.734189993595464
522,none,C9H95F19O56Pt64S,244,-12.835201767600546,71.80136115904791,268.4872268262071,643.2925374200535,100,F,12.835201767600546,26.74293373573605
523,none,C9H95F19O56Pt64S,244,-13.331981831216863,71.93665434127456,507.6477292768599,448.6749409479218,108,F,13.331981831216863,14.170585268597133
524,none,C9H95F19O56Pt64S,244,-12.425544892974985,76.14781191862231,366.6077689852333,578.8146642725411,98,F,12.425544892974985,20.770921502672653
525,none,C9H95F19O56Pt64S,244,-8.648115134970705,72.72790587418646,247.7064864800053,519.4767749487742,106,F,8.648115134970705,29.360517323415756
526,none,C9H95F19O58Pt64S,246,-9.215260512049772,70.41119943758866,180.17338876061285,484.6359274109703,123,F,9.215260512049772,39.07968869428349
527,none,C9H97F19O58Pt64S,248,-7.89613201648594,63.30628636700261,183.24329600656668,468.9671327654525,111,F,7.89613201648594,34.54766845316621
528,none,C9H97F19O58Pt64S,248,-14.571243402315304,161.0805279102638,258.3487287176885,2009.849388463619,113,C,14.571243402315304,62.35003698674481
529,none,C9H97F19O58Pt64S,248,-11.393141399410876,83.47472153707965,563.2880342957801,491.62891059902154,111,F,11.393141399410876,14.819189553962268
530,none,C9H96F19O58Pt64S,247,-8.320531520218616,72.5530622772878,180.80197040932708,454.5320032564749,102,F,8.320531520218616,40.1284687954623
531,none,C9H96F19O58Pt64S,247,-8.005610811627783,72.1651414186951,189.21247917234035,529.1056668324081,110,F,8.005610811627783,38.13973673108788
